location,likes,text,date
"Pennsylvania, USA",74797,RT @JohnBZajac1: https://t.co/M0deu6R1A1 https://t.co/0ulBHvXFBB,1/6/2017
"Massachusetts, USA",87091,RT @BrianKarem: Now: POTUS ⁦@realDonaldTrump⁩ claims he was just being sarcastic yesterday about injecting disinfectants. The FDA and other…,6/7/2009
"New York, NY",1179,"It's a farce. We all know it, well except those morbidly obese anti-stay-at-home protestors who are shrill, bottled… https://t.co/3OXrXV3Uvl",4/20/2016
"Washington, USA",98488,RT @TomJChicago: Trumps dementia &amp; depravity will turn the American landscape into a killing field if we let him stay. Ignore him if you wa…,1/21/2017
"Arizona, USA",108334,RT @gregolear: The beard makes him look especially Russian.,2/25/2015
"Leon Valley, TX",91898,RT @CheriJacobus: @BrianKarem @realDonaldTrump Trump doesn't want mass testing because it'll show how widespread this is and people will st…,2/7/2015
"Houston, TX",144549,RT @safafab: Check out @MarshallProj's #coronavirustracker to see how state prisons and courts are responding to COVID-19 across the countr…,8/19/2010
"Texas, USA",78309,"RT @GENmag: Iowa has 15th lowest population density for a state, but currently has the fastest rate of coronavirus spread in the country.…",4/3/2017
"Boston, MA",37517,"RT @serraview: The coronavirus will have a lasting impact on how and where we work. As you plan your return to the office, you may consider…",2/9/2011
"Compton, CA",6679,RT @jasohank: social distancing got me so bored i shaved my head lol https://t.co/BxIMBVQlEa,3/25/2016
"Houston, TX",3323,RT @ketaminh: Coronavirus: The Italian COVID-19 hospital where no medics have been infected | World News | Sky News https://t.co/xobwAEfwWl,2/26/2016
"New York, NY",72334,Over 3.8 million Americans applied for unemployment last week as economic pain from coronavirus deepens https://t.co/RgAbx4QB7G #FoxBusiness,2/25/2020
"Mississippi, USA",127119,"RT @DrDenaGrayson: ⚠️The US and #SouthKorea each had their first #COVID19 cases on the *same* day.

Within 1 week, South Korea approved a #…",2/28/2011
"Carroll County, Missouri",9007,"RT @doscious1967: My sons 25 year old friend survived Covid and was taken off the ventilator last week. 

After being home for a couple of…",8/2/2018
"Philadelphia, Pennsylvania",104,Executing Wills and Powers of Attorney During a Pandemic https://t.co/JcxRF2xcNK,3/6/2009
"North Andover, Massachusetts",425,"Guys, this #stayhome thing as freelance photojournalist is going really well.  #stopmotion #COVID19 #massachusetts… https://t.co/HqyAMoSzHs",6/8/2008
"Kansas City, MO area",177363,RT @joelockhart: Another exhibit for the plaintiffs,7/23/2013
"Texas, USA",11966,"RT @AOC: Read this statement.

No matter who you support, it is extremely dangerous that New York is establishing a precedent of cancelling…",6/4/2015
"Palo Alto, CA",314574,"RT @ashtroid22: Thinking about writing book titled:

 “Finishing your PhD, selling your house and moving cities during a pandemic” 

I thin…",5/9/2013
"Reno,NV",139723,"RT @JudgeJeanine: “It’s important to secure our supply chain and to bring our manufacturing back to U.S. shores,” @MarshaBlackburn says in…",4/4/2011
"Kansas, Boston, London",13416,"RT @maggieNYT: SCOOP  - Dr. Rick Bright says in statement he was pushed out of BARDA for a narrower, more limited role at NIH for wanting t…",11/22/2011
"Columbus, OH",239,RT @wsyx6: Ohio's Stay at Home order expires at 11:59pm on May 1. Governor DeWine and state leaders are discussing a gradual reopening of b…,3/1/2015
"San Francisco, CA",83033,RT @nycsouthpaw: Relegating the view that it’s dangerous for the president to muse publicly about the virtues of *injecting bleach into you…,5/7/2009
"Chicago, Illinois",32679,#ImpeachTrump #FakePresident #LyingTrump #NotMyPresident #CoronaVirus #Covid19 https://t.co/jatXmA9BdU,8/28/2014
"Naples, FL",70676,@marcorubio I wonder why China’s neighbors were so unaffected by this and had a tiny number of Germy and minuscule… https://t.co/0iZEJ9bq0O,9/22/2018
"Rogers, AR",19956,"RT @TrevorSheatz: Christians: Don't waste this pandemic.

What we're going through right now will be told in history books for centuries.…",3/27/2009
"Massachusetts, USA",87851,"RT @chooperchooper: Well, get ready to work in the fields, farms and processing plants. Somebody gonna have to grow, pick and process the f…",1/25/2017
"Pennsylvania, USA",32548,"Headline: 25,000 people in PA have coronavirus!!

Perspective: That's 0.2% of PA's population.",6/15/2010
"New York, NY",444320,"RT @SethAbramson: BREAKING: It's APRIL 29, and America just hit the COVID-19 death toll—60,000—the White House-preferred model long said we…",11/1/2016
"California, USA",2546,"@JeffProbst @CBS I’ve applied before, I’m still watching the show. COVID-19 can’t keep me off survivor. I’ll zoom i… https://t.co/QnQXMuh4mZ",3/15/2015
"Hollywood, Florida",909,"RT @PBCPAO: As our offices remain closed during #Covid_19 pandemic, the work still goes on as our staff continue to work remotely from home…",9/29/2011
"Luisiana, USA",12505,🙌🏻🙌🏻🙌🏻 #Gracias #HeroesOfCovid19 https://t.co/CxbxTq5UxQ,3/24/2014
"Washington, DC",474,RT @MikeCroninWMUR: Pretty remarkable delivery in #NH today - more than 6 MILLION pieces of personal protective equipment just touched down…,1/28/2010
"RIP Ken, Gushi, Uncle Kimani",1882,"RT @KalhanR: Cardi, coronavirus and TikTok. I absolutely have listened to this 8 million times. https://t.co/jiZzLG1REI",12/27/2011
"Lafayette, CO",214555,RT @ReflectingMan: New MIT machine learning model shows relaxing quarantine rules will spike COVID-19 cases | TechCrunch https://t.co/2rStT…,3/17/2009
"West of Boston, MA",40346,"RT @SenDuckworth: Happy #Passover! Though this year may look different as we all hunker down to stop the spread of #COVID19, I hope everyon…",8/31/2009
"North Dakota, USA",21177,"RT @RepMattGaetz: Instead of releasing illegal aliens, we should deport them immediately. That's why I filed the PANDEMIC Act.

It's what M…",9/2/2015
"Brookline, MA",30837,"How two Fort Payne, Alabama, paddlers experienced the coronavirus crisis during an 18-day Grand Canyon rafting trip… https://t.co/1Sw2baHVjG",10/31/2011
"Las Vegas, NV",1344,RT @iqrarulhassan: خون کی بیماریوں کے ماہر اور بین الاقوامی شہرت یافتہ ڈاکٹر طاہر شمسی نے کرونا وائرس کے علاج کے حوالے سے پاکستان کے عوام ک…,3/16/2016
"Long Island, NY",131166,As if our healthcare system needed this right now https://t.co/g2cm4k4WHz,4/16/2011
"Jacksonville, Illinois",58,IL Legislators See Job Activity Changes Amidst Pandemic https://t.co/guYpQGb9wC,12/9/2009
"Detroit, MI",75,"RT @21savage: Bang outside I hang outside 
don’t come out da house cuz corona outside",7/19/2017
"Chicago, IL",28080,"RT @CBSNews: Trump: ""There has been so much unnecessary death in this country. It could have been stopped and it could have been stopped sh…",6/2/2014
"Middletown, RI",2862,"RT @LynnArditi: .@RIHEALTH today's #COVID19  data. Dr. Nicole Alexander Scott, health director: Six more deaths. Ages range 50s -90s. Five…",5/29/2014
"California, USA",38461,"RT @TheMightyER0CK: For those who haven’t heard, die-hard #Eagles fan and beloved “BABAY BABAY” hype man Monty G was diagnosed with COVID-1…",7/25/2014
"Washington, DC and thereabouts",353258,"RT @GovWhitmer: People prioritizing the health of our communities shouldn’t be punished in the workplace. Today, I prohibited all employers…",2/22/2014
"Apache Junction, AZ",443827,"RT @chrislhayes: This data has been all over the place, but this is a high quality study and a compelling (if depressing) data point.",8/30/2009
"Manhattan, New York",4249,"Under cover of Covid-19, Donald Trump ramps up his war on truth-tellers https://t.co/JigTyRrVDo by James Risen",6/27/2011
"Los Angeles, CA",10545,@DrTedros @WHO Go put Xi in your mouth.,11/27/2018
"Kediri, Jawa Timur INDONESIA",300210,"RT @Hyundai_Global: Help the planet from home! With Hyundai, I'm taking part in the #DarkSelfieChallenge. Turn all the lights off and take…",11/26/2017
"Coronado, CA",68758,"RT @DavidBrodyCBN: EXCLUSIVE: VP Pence's Message to Pastors Still Holding Church in Pews: 'Where Two or More are Gathered, There He is Also…",10/13/2012
"Pennsylvania, USA",67523,RT @RealJamesWoods: Let me guess: the Democrat governors’ plan is to keep everyone in lockdown until the election... #MailVoterFraud #Ballo…,2/18/2019
"Jacksonville Beach, FL",39118,"RT @connorobrienNH: Scoop from @laraseligman: The Navy has decided to open a fuller investigation into the firing of Capt. Brett Crozier, d…",4/23/2011
"Florida, USA",127042,"RT @Back_dafucup: In 2018, trump fired THE ENTIRE pandemic response team. 

This can't be shared enough.",11/25/2016
"Chicago, IL",6742,RT @ESPNFC: Didier Drogba had some strong words for French doctors who suggested that Africa should be used as a testing site for the coron…,1/21/2017
"Berkshires, MA",2326,"RT @NewEconomics: Join NEC member organizations, @USFWC + @Institute_Coop TODAY at 1 PM EST to hear how the global COVID-19 crisis is affec…",1/10/2013
"Dayton, OH",8244,RT @DaytonPolice: We salute our amazing healthcare heroes @PremierHealthOH #MVH Thank you for bravely giving so much of yourselves to help…,6/12/2009
"Blackforest, CO",253,RT @nachosarah: hey @twitter a lunatic is using your website to incite fear and violence in the middle of a pandemic maybe you should fucki…,2/23/2009
"Vermont, USA",14042,"And what does ""ready"" mean? 80% sure is NOT enough to start promising anything. And make no mistake, when most peop… https://t.co/VqlyuzqwNA",2/20/2017
"Detroit, MI",108825,RT @carlchery: #Detroit2 is around the corner. @BigSean explains why the pandemic isn’t altering his plans to drop an album. @RapPack https…,12/14/2014
"Los Angeles, CA",4794,"RT @TNAquarium: Please join the Tennessee Aquarium in asking Congress to ensure public aquariums, zoos and museums across the country recei…",12/3/2013
"San Diego, CA",182,"Great interview with a USMC Lt. General who's now leading a supermarket supply chain, keeping food on the shelves a… https://t.co/iwYTBnZlRO",8/22/2015
"Olympia, WA",18529,RT @getbentsaggy: how to feel less alone in lockdown xox https://t.co/9mtny2GIlf,11/12/2010
"North Carolina, USA",12765,RT @USlawreview: Stop being conned. Go look at the actual numbers. If you believe  India has such a tiny number of dead “because they are d…,1/9/2011
"Minneapolis, MN",264839,Absolutely. All of them! https://t.co/GnvuwxEnSF,12/31/2012
"Phoenix, AZ",48031,"RT @funder: Trump is sending out tweets to try and distract from the fact there are almost a million sick and over 54,000 dead Americans fr…",5/23/2017
"Schaumburg, IL",26353,RT @barrybutler9: Wednesday Windy City Reflection.  Click photo to see whole image.  #weather #news #chicago #ilwx #COVID19 https://t.co/tP…,3/22/2009
"Philadelphia, PA",185530,"RT @renato_mariotti: “The party told you to reject the evidence of your eyes and ears. It was their final, most essential command.”

- Geor…",4/29/2014
"Seattle, WA",7445,"Staying at home is essential, but when distancing is difficult, wearing a non-medical mask may help limit the sprea… https://t.co/kedKHW6gBM",3/19/2009
"San Diego, CA",49109,"RT @jaketapper: US could be in for 'a bad fall and a bad winter' if it's unprepared for a second wave of coronavirus, Fauci warns

https://…",8/23/2008
"Lubbock, TX",54614,"The VA requires me to get my meds by USPS!
#KillingUSPSKillsMeLiterally https://t.co/GuL4PMYcgm",2/20/2015
"Denton, TX",4709,"I’m a swimming nerd at heart, but it’s not the technique nor the sets that have kept me in the sport for so long, i… https://t.co/Q92biTMycv",8/10/2011
"Long Island City, NY",67776,"RT @ChrisMurphyCT: Kentucky gets $45 BILLION more in federal funding than they pay in taxes. 

New York pays $21 BILLION more in taxes than…",4/7/2010
"Scottsdale, AZ",114528,"RT @OrlvndoA: En tres meses, Taiwán solo cuenta con cinco muertos por coronavirus. Alertó a la OMS y propone una estrategia óptima. Sin emb…",11/11/2013
"Ruston, LA",3241,@MalawiMark is a rock star! https://t.co/8fCkFAxyDH,3/1/2009
"San Antonio, TX",38782,He typically does not prepare for anything https://t.co/TKxHJNSImT,6/1/2015
"Tucson, Arizona",5968,SE Cupp retweeted this. https://t.co/e8vCjsJVkb,3/20/2009
"New Jersey, USA",961,"1-
https://t.co/x5N3axw3lY",6/30/2009
"Wellington, FL",138164,https://t.co/VKyR4Ux0aD,3/15/2018
"Headquartered in Richmond, VA",1106,"""A little space makes us all safer... together.""

Great video from @OHdeptofhealth to help visualize how a little s… https://t.co/UIfZyio5FF",2/14/2011
"New Jersey, USA",55270,"RT @TrumpWarRoom: Nearly 2 weeks AFTER President Trump restricted travel from China, Joe Biden's top #coronavirus advisor Ron Klain said #C…",7/9/2010
"Clearwater, FL",18086,"Whether for vegetarians, families or shoppers on a budget, meal kits can be convenient options during this difficul… https://t.co/rYbzc9qsiP",10/17/2013
"San Francisco, CA",15847,RT @DrTomFrieden: I outlined six conditions for states to reopen for @collins_ink of the @DailyMail. 1) Virus decreasing 2) Robust health c…,4/5/2009
"Worth, IL",5824,"#GFUEL has been getting me through the rough work days, keeping me focused and energized through this pandemic sinc… https://t.co/MgThz5zbyj",6/8/2014
"Adrian, Michigan, USA",106605,"RT @JackPosobiec: Great piece on country vs city areas as it comes to the pandemic 
https://t.co/t44ECgYKMJ",1/17/2010
"san antonio,texas",17829,RT @Actn_jcksn: Like I applaud people trying to do their part... but corona virus will toosie slide right through that crochet mask https:/…,6/16/2010
"Soquel, CA",287988,RT @TrumpWarRoom: Three days before President Trump acted decisively on January 31 to combat the spread of the coronavirus by restricting t…,8/30/2012
"Los Angeles, CA",3633,RT @aisthemata: Come along for an early morning pre-pandemic stroll through the park as crows battle it out over bits of trash: 🌎New Topoph…,5/30/2008
"Georgia, USA",11370,"RT @Reuters: Brazil army report calls for isolation to slow coronavirus, contradicting Bolsonaro https://t.co/OCQLIRkqCs https://t.co/3ZqSD…",5/12/2019
"New Jersey, USA",36650,RT @crampell: Belgians urged to eat fries twice a week as coronavirus creates massive potato surplus https://t.co/ihmo5T5yk4,10/2/2016
"North Carolina, USA",117900,"RT @latimesent: ""Being in this all together — that’s a tricky statement because ... I want to honor that that woman is not in the same figh…",9/12/2017
"Texas, USA",139023,"RT @Rconstantino: Que os números de infectados estão totalmente subestimados é evidente, pois muitos ficam assintomáticos e faltam testes.…",3/1/2015
"California, USA",84910,RT @suzie_ceez: YAAAALLLL my bro &amp; SIL was supposed to get married 5/1/20 but Covid... look what my SIL posted💀🤣🤣🤣 https://t.co/6BGcOAOYnV,4/26/2014
